Park Name,Year,Amount,Average,Type,FullCategory,Type1,Type2
Padre Island NS,2012,573855,577487,NS,National Seashore,National Seashore,
Padre Island NS,2013,515830,577487,NS,National Seashore,National Seashore,
Palo Alto Battlefield NHP,2009,41599,32489,NHP,National Historic Park,National Historic Park,
Palo Alto Battlefield NHP,2010,26865,32489,NHP,National Historic Park,National Historic Park,
Palo Alto Battlefield NHP,2011,24752,32489,NHP,National Historic Park,National Historic Park,
Palo Alto Battlefield NHP,2012,36707,32489,NHP,National Historic Park,National Historic Park,
Palo Alto Battlefield NHP,2013,32522,32489,NHP,National Historic Park,National Historic Park,
Pea Ridge NMP,2009,68746,105053,NMP,National Military Park,National Military Park,
Pea Ridge NMP,2010,115128,105053,NMP,National Military Park,National Military Park,
Pea Ridge NMP,2011,114234,105053,NMP,National Military Park,National Military Park,
Pea Ridge NMP,2012,131907,105053,NMP,National Military Park,National Military Park,
Pea Ridge NMP,2013,95251,105053,NMP,National Military Park,National Military Park,
Pecos NHP,2009,34522,38043,NHP,National Historic Park,National Historic Park,
Pecos NHP,2010,33864,38043,NHP,National Historic Park,National Historic Park,
Pecos NHP,2011,43873,38043,NHP,National Historic Park,National Historic Park,
Pecos NHP,2012,45568,38043,NHP,National Historic Park,National Historic Park,
Pecos NHP,2013,32386,38043,NHP,National Historic Park,National Historic Park,
Pennsylvania Avenue NHS,2009,256874,259221,NHS,National Historic Site,National Historic Site,
Pennsylvania Avenue NHS,2010,262030,259221,NHS,National Historic Site,National Historic Site,
Pennsylvania Avenue NHS,2011,236136,259221,NHS,National Historic Site,National Historic Site,
Pennsylvania Avenue NHS,2012,283232,259221,NHS,National Historic Site,National Historic Site,
Pennsylvania Avenue NHS,2013,257831,259221,NHS,National Historic Site,National Historic Site,
Perry's Victory & Intl. Peace MEM,2009,154457,127806,MEM,Memorial,Memorial,
Perry's Victory & Intl. Peace MEM,2010,92944,127806,MEM,Memorial,Memorial,
Perry's Victory & Intl. Peace MEM,2011,93119,127806,MEM,Memorial,Memorial,
Perry's Victory & Intl. Peace MEM,2012,140281,127806,MEM,Memorial,Memorial,
Perry's Victory & Intl. Peace MEM,2013,158231,127806,MEM,Memorial,Memorial,
Petersburg NB,2009,162722,186010,NB,National Battlefield,National Battlefield,
Petersburg NB,2010,175553,186010,NB,National Battlefield,National Battlefield,
Petersburg NB,2011,213261,186010,NB,National Battlefield,National Battlefield,
Petersburg NB,2012,188426,186010,NB,National Battlefield,National Battlefield,
Petersburg NB,2013,190086,186010,NB,National Battlefield,National Battlefield,
Petrified Forest NP,2009,631613,643979,NP,National Park,National Park,
Petrified Forest NP,2010,664725,643979,NP,National Park,National Park,
Petrified Forest NP,2011,614054,643979,NP,National Park,National Park,
Petrified Forest NP,2012,664857,643979,NP,National Park,National Park,
Petrified Forest NP,2013,644648,643979,NP,National Park,National Park,
Petroglyph NM,2009,118688,114656,NM,National Monument,National Monument,
Petroglyph NM,2010,105643,114656,NM,National Monument,National Monument,
Petroglyph NM,2011,114428,114656,NM,National Monument,National Monument,
Petroglyph NM,2012,119444,114656,NM,National Monument,National Monument,
Petroglyph NM,2013,115075,114656,NM,National Monument,National Monument,
Pictured Rocks NL,2009,448215,535527,NL,National Lakeshore,National Lakeshore,
Pictured Rocks NL,2010,499281,535527,NL,National Lakeshore,National Lakeshore,
Pictured Rocks NL,2011,561104,535527,NL,National Lakeshore,National Lakeshore,
Pictured Rocks NL,2012,593587,535527,NL,National Lakeshore,National Lakeshore,
Pictured Rocks NL,2013,575450,535527,NL,National Lakeshore,National Lakeshore,
Pinnacles NP,2009,171112,254612,NP,National Park,National Park,
Pinnacles NP,2010,246575,254612,NP,National Park,National Park,
Pinnacles NP,2011,393219,254612,NP,National Park,National Park,
Pinnacles NP,2012,224476,254612,NP,National Park,National Park,
Pinnacles NP,2013,237677,254612,NP,National Park,National Park,
Pipe Spring NM,2009,49433,54511,NM,National Monument,National Monument,
Pipe Spring NM,2010,59952,54511,NM,National Monument,National Monument,
Pipe Spring NM,2011,57360,54511,NM,National Monument,National Monument,
Pipe Spring NM,2012,54692,54511,NM,National Monument,National Monument,
Pipe Spring NM,2013,51118,54511,NM,National Monument,National Monument,
Pipestone NM,2009,69539,70069,NM,National Monument,National Monument,
Pipestone NM,2010,78108,70069,NM,National Monument,National Monument,
Pipestone NM,2011,61908,70069,NM,National Monument,National Monument,
Pipestone NM,2012,76030,70069,NM,National Monument,National Monument,
Pipestone NM,2013,64760,70069,NM,National Monument,National Monument,
Piscataway Park,2009,234186,209533,P,Park,Park,
Piscataway Park,2010,248314,209533,P,Park,Park,
Piscataway Park,2011,279060,209533,P,Park,Park,
Piscataway Park,2012,124107,209533,P,Park,Park,
Piscataway Park,2013,161999,209533,P,Park,Park,
Point Reyes NS,2009,2170646,2284301,NS,National Seashore,National Seashore,
Point Reyes NS,2010,2067271,2284301,NS,National Seashore,National Seashore,
Point Reyes NS,2011,2129116,2284301,NS,National Seashore,National Seashore,
Point Reyes NS,2012,2412663,2284301,NS,National Seashore,National Seashore,
Point Reyes NS,2013,2641808,2284301,NS,National Seashore,National Seashore,
Port Chicago Naval Magazine NM,2009,,665,NM,National Monument,National Monument,
Port Chicago Naval Magazine NM,2010,984,665,NM,National Monument,National Monument,
Port Chicago Naval Magazine NM,2011,545,665,NM,National Monument,National Monument,
Port Chicago Naval Magazine NM,2012,533,665,NM,National Monument,National Monument,
Port Chicago Naval Magazine NM,2013,596,665,NM,National Monument,National Monument,
President W.J. Clinton Birthplace Home NHS,2009,,9506,NHS,National Historic Site,National Historic Site,
President W.J. Clinton Birthplace Home NHS,2010,,9506,NHS,National Historic Site,National Historic Site,
President W.J. Clinton Birthplace Home NHS,2011,9749,9506,NHS,National Historic Site,National Historic Site,
President W.J. Clinton Birthplace Home NHS,2012,8932,9506,NHS,National Historic Site,National Historic Site,
President W.J. Clinton Birthplace Home NHS,2013,9838,9506,NHS,National Historic Site,National Historic Site,
President's Park,2009,1475182,827223,P,Park,Park,
President's Park,2010,616635,827223,P,Park,Park,
President's Park,2011,786151,827223,P,Park,Park,
President's Park,2012,600083,827223,P,Park,Park,
President's Park,2013,658065,827223,P,Park,Park,
Prince William Forest Park,2009,368365,344809,FP,Forest Park,Forest Park,
Prince William Forest Park,2010,386521,344809,FP,Forest Park,Forest Park,
Prince William Forest Park,2011,379535,344809,FP,Forest Park,Forest Park,
Prince William Forest Park,2012,280325,344809,FP,Forest Park,Forest Park,
Prince William Forest Park,2013,309298,344809,FP,Forest Park,Forest Park,
Pu'uhonua o Honaunau NHP,2009,397665,409823,NHP,National Historic Park,National Historic Park,
Pu'uhonua o Honaunau NHP,2010,419590,409823,NHP,National Historic Park,National Historic Park,
Pu'uhonua o Honaunau NHP,2011,426224,409823,NHP,National Historic Park,National Historic Park,
Pu'uhonua o Honaunau NHP,2012,442353,409823,NHP,National Historic Park,National Historic Park,
Pu'uhonua o Honaunau NHP,2013,363282,409823,NHP,National Historic Park,National Historic Park,
Pu'ukohola Heiau NHS,2009,99042,124456,NHS,National Historic Site,National Historic Site,
Pu'ukohola Heiau NHS,2010,129886,124456,NHS,National Historic Site,National Historic Site,
Pu'ukohola Heiau NHS,2011,133306,124456,NHS,National Historic Site,National Historic Site,
Pu'ukohola Heiau NHS,2012,134403,124456,NHS,National Historic Site,National Historic Site,
Pu'ukohola Heiau NHS,2013,125645,124456,NHS,National Historic Site,National Historic Site,
Rainbow Bridge NM,2009,113460,88052,NM,National Monument,National Monument,
Rainbow Bridge NM,2010,104501,88052,NM,National Monument,National Monument,
Rainbow Bridge NM,2011,92311,88052,NM,National Monument,National Monument,
Rainbow Bridge NM,2012,75214,88052,NM,National Monument,National Monument,
Rainbow Bridge NM,2013,54773,88052,NM,National Monument,National Monument,
Redwood NP,2009,444426,397859,NP,National Park,National Park,
Redwood NP,2010,418820,397859,NP,National Park,National Park,
Redwood NP,2011,380167,397859,NP,National Park,National Park,
Redwood NP,2012,352517,397859,NP,National Park,National Park,
Redwood NP,2013,393364,397859,NP,National Park,National Park,
Richmond NBP,2009,134634,142523,NBP,National Battlefield Park,National Battlefield Park,
Richmond NBP,2010,130415,142523,NBP,National Battlefield Park,National Battlefield Park,
Richmond NBP,2011,139376,142523,NBP,National Battlefield Park,National Battlefield Park,
Richmond NBP,2012,156952,142523,NBP,National Battlefield Park,National Battlefield Park,
Richmond NBP,2013,151240,142523,NBP,National Battlefield Park,National Battlefield Park,
Rio Grande W&SR,2009,947,864,W&SR,Wild and Scenic River,Wild and Scenic River,
Rio Grande W&SR,2010,1103,864,W&SR,Wild and Scenic River,Wild and Scenic River,
Rio Grande W&SR,2011,873,864,W&SR,Wild and Scenic River,Wild and Scenic River,
Rio Grande W&SR,2012,694,864,W&SR,Wild and Scenic River,Wild and Scenic River,
Rio Grande W&SR,2013,703,864,W&SR,Wild and Scenic River,Wild and Scenic River,
River Raisin NBP,2009,,48112,NBP,National Battlefield Park,National Battlefield Park,
River Raisin NBP,2010,,48112,NBP,National Battlefield Park,National Battlefield Park,
River Raisin NBP,2011,36206,48112,NBP,National Battlefield Park,National Battlefield Park,
River Raisin NBP,2012,50667,48112,NBP,National Battlefield Park,National Battlefield Park,
River Raisin NBP,2013,57464,48112,NBP,National Battlefield Park,National Battlefield Park,
Rock Creek Park,2009,2076500,1996565,P,Park,Park,
Rock Creek Park,2010,1883457,1996565,P,Park,Park,
Rock Creek Park,2011,2050490,1996565,P,Park,Park,
Rock Creek Park,2012,2003385,1996565,P,Park,Park,
Rock Creek Park,2013,1968995,1996565,P,Park,Park,
Rocky Mountain NP,2009,2822325,3035169,NP,National Park,National Park,
Rocky Mountain NP,2010,2955821,3035169,NP,National Park,National Park,
Rocky Mountain NP,2011,3176941,3035169,NP,National Park,National Park,
Rocky Mountain NP,2012,3229617,3035169,NP,National Park,National Park,
Rocky Mountain NP,2013,2991141,3035169,NP,National Park,National Park,
Roger Williams NMEM,2009,50397,50697,NMEM,National Memorial,National Memorial,
Roger Williams NMEM,2010,51559,50697,NMEM,National Memorial,National Memorial,
Roger Williams NMEM,2011,50909,50697,NMEM,National Memorial,National Memorial,
Roger Williams NMEM,2012,51944,50697,NMEM,National Memorial,National Memorial,
Roger Williams NMEM,2013,48677,50697,NMEM,National Memorial,National Memorial,
Rosie The Riveter WWII Home Front,2009,,31514,HR,Homefront,Homefront,
Rosie The Riveter WWII Home Front,2010,,31514,HR,Homefront,Homefront,
Rosie The Riveter WWII Home Front,2011,,31514,HR,Homefront,Homefront,
Rosie The Riveter WWII Home Front,2012,,31514,HR,Homefront,Homefront,
Rosie The Riveter WWII Home Front,2013,31514,31514,HR,Homefront,Homefront,
Ross Lake NRA,2009,288458,633533,NRA,National Recreation Area,National Recreation Area,
Ross Lake NRA,2010,682736,633533,NRA,National Recreation Area,National Recreation Area,
Ross Lake NRA,2011,728353,633533,NRA,National Recreation Area,National Recreation Area,
Ross Lake NRA,2012,742200,633533,NRA,National Recreation Area,National Recreation Area,
Ross Lake NRA,2013,725917,633533,NRA,National Recreation Area,National Recreation Area,
Russell Cave NM,2009,24087,21918,NM,National Monument,National Monument,
Russell Cave NM,2010,23374,21918,NM,National Monument,National Monument,
Russell Cave NM,2011,20717,21918,NM,National Monument,National Monument,
Russell Cave NM,2012,20954,21918,NM,National Monument,National Monument,
Russell Cave NM,2013,20456,21918,NM,National Monument,National Monument,
Sagamore Hill NHS,2009,53800,39404,NHS,National Historic Site,National Historic Site,
Sagamore Hill NHS,2010,55149,39404,NHS,National Historic Site,National Historic Site,
Sagamore Hill NHS,2011,53336,39404,NHS,National Historic Site,National Historic Site,
Sagamore Hill NHS,2012,20097,39404,NHS,National Historic Site,National Historic Site,
Sagamore Hill NHS,2013,14639,39404,NHS,National Historic Site,National Historic Site,
Saguaro NP,2009,665234,661088,NP,National Park,National Park,
Saguaro NP,2010,717614,661088,NP,National Park,National Park,
Saguaro NP,2011,610045,661088,NP,National Park,National Park,
Saguaro NP,2012,634286,661088,NP,National Park,National Park,
Saguaro NP,2013,678261,661088,NP,National Park,National Park,
Saint Croix Island International Historic Site,2009,,10709,HIS,International Historic Site,International Historic Site,
Saint Croix Island International Historic Site,2010,,10709,HIS,International Historic Site,International Historic Site,
Saint Croix Island International Historic Site,2011,,10709,HIS,International Historic Site,International Historic Site,
Saint Croix Island International Historic Site,2012,,10709,HIS,International Historic Site,International Historic Site,
Saint Croix Island International Historic Site,2013,10709,10709,HIS,International Historic Site,International Historic Site,
Saint Croix NSR,2009,564326,318085,NSR,National Scenic Riverway,National Scenic Riverway,
Saint Croix NSR,2010,188400,318085,NSR,National Scenic Riverway,National Scenic Riverway,
Saint Croix NSR,2011,273729,318085,NSR,National Scenic Riverway,National Scenic Riverway,
Saint Croix NSR,2012,221028,318085,NSR,National Scenic Riverway,National Scenic Riverway,
Saint Croix NSR,2013,342942,318085,NSR,National Scenic Riverway,National Scenic Riverway,
Saint Paul's Church NHS,2009,14432,15185,NHS,National Historic Site,National Historic Site,
Saint Paul's Church NHS,2010,16362,15185,NHS,National Historic Site,National Historic Site,
Saint Paul's Church NHS,2011,14926,15185,NHS,National Historic Site,National Historic Site,
Saint Paul's Church NHS,2012,16188,15185,NHS,National Historic Site,National Historic Site,
Saint Paul's Church NHS,2013,14016,15185,NHS,National Historic Site,National Historic Site,
Saint-Gaudens NHS,2009,34558,33939,NHS,National Historic Site,National Historic Site,
Saint-Gaudens NHS,2010,30941,33939,NHS,National Historic Site,National Historic Site,
Saint-Gaudens NHS,2011,32695,33939,NHS,National Historic Site,National Historic Site,
Saint-Gaudens NHS,2012,33663,33939,NHS,National Historic Site,National Historic Site,
Saint-Gaudens NHS,2013,37837,33939,NHS,National Historic Site,National Historic Site,
Salem Maritime NHS,2009,723088,689807,NHS,National Historic Site,National Historic Site,
Salem Maritime NHS,2010,806506,689807,NHS,National Historic Site,National Historic Site,
Salem Maritime NHS,2011,737073,689807,NHS,National Historic Site,National Historic Site,
Salem Maritime NHS,2012,756038,689807,NHS,National Historic Site,National Historic Site,
Salem Maritime NHS,2013,426328,689807,NHS,National Historic Site,National Historic Site,
Salinas Pueblo Missions NM,2009,37848,30928,NM,National Monument,National Monument,
Salinas Pueblo Missions NM,2010,32941,30928,NM,National Monument,National Monument,
Salinas Pueblo Missions NM,2011,29786,30928,NM,National Monument,National Monument,
Salinas Pueblo Missions NM,2012,29228,30928,NM,National Monument,National Monument,
Salinas Pueblo Missions NM,2013,24836,30928,NM,National Monument,National Monument,
Salt River Bay NHP & Ecological Pres,2009,2540,3034,NHP,National Historic Park,National Historic Park,
Salt River Bay NHP & Ecological Pres,2010,204,3034,NHP,National Historic Park,National Historic Park,
Salt River Bay NHP & Ecological Pres,2011,2419,3034,NHP,National Historic Park,National Historic Park,
Salt River Bay NHP & Ecological Pres,2012,5217,3034,NHP,National Historic Park,National Historic Park,
Salt River Bay NHP & Ecological Pres,2013,4791,3034,NHP,National Historic Park,National Historic Park,
San Antonio Missions NHP,2009,1567667,915379,NHP,National Historic Park,National Historic Park,
San Antonio Missions NHP,2010,1304690,915379,NHP,National Historic Park,National Historic Park,
San Antonio Missions NHP,2011,568021,915379,NHP,National Historic Park,National Historic Park,
San Antonio Missions NHP,2012,614810,915379,NHP,National Historic Park,National Historic Park,
San Antonio Missions NHP,2013,521705,915379,NHP,National Historic Park,National Historic Park,
San Francisco Maritime NHP,2009,4152497,4158560,NHP,National Historic Park,National Historic Park,
San Francisco Maritime NHP,2010,4130970,4158560,NHP,National Historic Park,National Historic Park,
San Francisco Maritime NHP,2011,4224897,4158560,NHP,National Historic Park,National Historic Park,
San Francisco Maritime NHP,2012,4129983,4158560,NHP,National Historic Park,National Historic Park,
San Francisco Maritime NHP,2013,4154455,4158560,NHP,National Historic Park,National Historic Park,
San Juan Island NHP,2009,274642,257366,NHP,National Historic Park,National Historic Park,
San Juan Island NHP,2010,263370,257366,NHP,National Historic Park,National Historic Park,
San Juan Island NHP,2011,266717,257366,NHP,National Historic Park,National Historic Park,
San Juan Island NHP,2012,261139,257366,NHP,National Historic Park,National Historic Park,
San Juan Island NHP,2013,220960,257366,NHP,National Historic Park,National Historic Park,
San Juan NHS,2009,1069673,1202626,NHS,National Historic Site,National Historic Site,
San Juan NHS,2010,1105252,1202626,NHS,National Historic Site,National Historic Site,
San Juan NHS,2011,1229590,1202626,NHS,National Historic Site,National Historic Site,
San Juan NHS,2012,1279814,1202626,NHS,National Historic Site,National Historic Site,
San Juan NHS,2013,1328802,1202626,NHS,National Historic Site,National Historic Site,
Sand Creek Massacre NHS,2009,,4294,NHS,National Historic Site,National Historic Site,
Sand Creek Massacre NHS,2010,4063,4294,NHS,National Historic Site,National Historic Site,
Sand Creek Massacre NHS,2011,3935,4294,NHS,National Historic Site,National Historic Site,
Sand Creek Massacre NHS,2012,4384,4294,NHS,National Historic Site,National Historic Site,
Sand Creek Massacre NHS,2013,4795,4294,NHS,National Historic Site,National Historic Site,
Santa Monica Mountains NRA,2009,501573,592421,NRA,National Recreation Area,National Recreation Area,
Santa Monica Mountains NRA,2010,568371,592421,NRA,National Recreation Area,National Recreation Area,
Santa Monica Mountains NRA,2011,609636,592421,NRA,National Recreation Area,National Recreation Area,
Santa Monica Mountains NRA,2012,649471,592421,NRA,National Recreation Area,National Recreation Area,
Santa Monica Mountains NRA,2013,633054,592421,NRA,National Recreation Area,National Recreation Area,
Saratoga NHP,2009,89366,66036,NHP,National Historic Park,National Historic Park,
Saratoga NHP,2010,63719,66036,NHP,National Historic Park,National Historic Park,
Saratoga NHP,2011,65043,66036,NHP,National Historic Park,National Historic Park,
Saratoga NHP,2012,57688,66036,NHP,National Historic Park,National Historic Park,
Saratoga NHP,2013,54364,66036,NHP,National Historic Park,National Historic Park,
Saugus Iron Works NHS,2009,10529,10438,NHS,National Historic Site,National Historic Site,
Saugus Iron Works NHS,2010,10775,10438,NHS,National Historic Site,National Historic Site,
Saugus Iron Works NHS,2011,11121,10438,NHS,National Historic Site,National Historic Site,
Saugus Iron Works NHS,2012,11611,10438,NHS,National Historic Site,National Historic Site,
Saugus Iron Works NHS,2013,8154,10438,NHS,National Historic Site,National Historic Site,
Scotts Bluff NM,2009,121391,122928,NM,National Monument,National Monument,
Scotts Bluff NM,2010,133795,122928,NM,National Monument,National Monument,
Scotts Bluff NM,2011,128811,122928,NM,National Monument,National Monument,
Scotts Bluff NM,2012,122515,122928,NM,National Monument,National Monument,
Scotts Bluff NM,2013,108127,122928,NM,National Monument,National Monument,
Sequoia NP,2009,965170,998118,NP,National Park,National Park,
Sequoia NP,2010,1002979,998118,NP,National Park,National Park,
Sequoia NP,2011,1006583,998118,NP,National Park,National Park,
Sequoia NP,2012,1106584,998118,NP,National Park,National Park,
Sequoia NP,2013,909274,998118,NP,National Park,National Park,
Shenandoah NP,2009,1120981,1186191,NP,National Park,National Park,
Shenandoah NP,2010,1253386,1186191,NP,National Park,National Park,
Shenandoah NP,2011,1209883,1186191,NP,National Park,National Park,
Shenandoah NP,2012,1210200,1186191,NP,National Park,National Park,
Shenandoah NP,2013,1136505,1186191,NP,National Park,National Park,
Shiloh NMP,2009,404134,446564,NMP,National Military Park,National Military Park,
Shiloh NMP,2010,317046,446564,NMP,National Military Park,National Military Park,
Shiloh NMP,2011,387816,446564,NMP,National Military Park,National Military Park,
Shiloh NMP,2012,587620,446564,NMP,National Military Park,National Military Park,
Shiloh NMP,2013,536206,446564,NMP,National Military Park,National Military Park,
Sitka NHP,2009,246866,195844,NHP,National Historic Park,National Historic Park,
Sitka NHP,2010,189176,195844,NHP,National Historic Park,National Historic Park,
Sitka NHP,2011,186864,195844,NHP,National Historic Park,National Historic Park,
Sitka NHP,2012,195157,195844,NHP,National Historic Park,National Historic Park,
Sitka NHP,2013,161157,195844,NHP,National Historic Park,National Historic Park,
Sleeping Bear Dunes NL,2009,1165836,1333328,NL,National Lakeshore,National Lakeshore,
Sleeping Bear Dunes NL,2010,1280932,1333328,NL,National Lakeshore,National Lakeshore,
Sleeping Bear Dunes NL,2011,1348304,1333328,NL,National Lakeshore,National Lakeshore,
Sleeping Bear Dunes NL,2012,1531560,1333328,NL,National Lakeshore,National Lakeshore,
Sleeping Bear Dunes NL,2013,1340007,1333328,NL,National Lakeshore,National Lakeshore,
Springfield Armory NHS,2009,17779,17115,NHS,National Historic Site,National Historic Site,
Springfield Armory NHS,2010,16876,17115,NHS,National Historic Site,National Historic Site,
Springfield Armory NHS,2011,16161,17115,NHS,National Historic Site,National Historic Site,
Springfield Armory NHS,2012,16978,17115,NHS,National Historic Site,National Historic Site,
Springfield Armory NHS,2013,17782,17115,NHS,National Historic Site,National Historic Site,
Statue of Liberty NM,2009,3829483,3265148,NM,National Monument,National Monument,
Statue of Liberty NM,2010,3833288,3265148,NM,National Monument,National Monument,
Statue of Liberty NM,2011,3749982,3265148,NM,National Monument,National Monument,
Statue of Liberty NM,2012,3029443,3265148,NM,National Monument,National Monument,
Statue of Liberty NM,2013,1883544,3265148,NM,National Monument,National Monument,
Steamtown NHS,2009,65144,93841,NHS,National Historic Site,National Historic Site,
Steamtown NHS,2010,104855,93841,NHS,National Historic Site,National Historic Site,
Steamtown NHS,2011,111725,93841,NHS,National Historic Site,National Historic Site,
Steamtown NHS,2012,106309,93841,NHS,National Historic Site,National Historic Site,
Steamtown NHS,2013,81174,93841,NHS,National Historic Site,National Historic Site,
Stones River NB,2009,189952,216700,NB,National Battlefield,National Battlefield,
Stones River NB,2010,187559,216700,NB,National Battlefield,National Battlefield,
Stones River NB,2011,187208,216700,NB,National Battlefield,National Battlefield,
Stones River NB,2012,260537,216700,NB,National Battlefield,National Battlefield,
Stones River NB,2013,258242,216700,NB,National Battlefield,National Battlefield,
Sunset Crater Volcano NM,2009,187397,178828,NM,National Monument,National Monument,
Sunset Crater Volcano NM,2010,158819,178828,NM,National Monument,National Monument,
Sunset Crater Volcano NM,2011,185265,178828,NM,National Monument,National Monument,
Sunset Crater Volcano NM,2012,177793,178828,NM,National Monument,National Monument,
Sunset Crater Volcano NM,2013,184864,178828,NM,National Monument,National Monument,
Tallgrass Prairie NPRES,2009,23713,19740,NPRES,National Preserve,National Preserve,
Tallgrass Prairie NPRES,2010,22047,19740,NPRES,National Preserve,National Preserve,
Tallgrass Prairie NPRES,2011,17893,19740,NPRES,National Preserve,National Preserve,
Tallgrass Prairie NPRES,2012,18918,19740,NPRES,National Preserve,National Preserve,
Tallgrass Prairie NPRES,2013,16128,19740,NPRES,National Preserve,National Preserve,
Thaddeus Kosciuszko NMEM,2009,3357,2384,NMEM,National Memorial,National Memorial,
Thaddeus Kosciuszko NMEM,2010,2888,2384,NMEM,National Memorial,National Memorial,
Thaddeus Kosciuszko NMEM,2011,1949,2384,NMEM,National Memorial,National Memorial,
Thaddeus Kosciuszko NMEM,2012,2045,2384,NMEM,National Memorial,National Memorial,
Thaddeus Kosciuszko NMEM,2013,1682,2384,NMEM,National Memorial,National Memorial,
Theodore Roosevelt Birthplace NHS,2009,14390,14512,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Birthplace NHS,2010,15029,14512,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Birthplace NHS,2011,6537,14512,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Birthplace NHS,2012,17930,14512,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Birthplace NHS,2013,18676,14512,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Inaugural NHS,2009,11735,16881,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Inaugural NHS,2010,17491,16881,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Inaugural NHS,2011,17107,16881,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Inaugural NHS,2012,18875,16881,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Inaugural NHS,2013,19198,16881,NHS,National Historic Site,National Historic Site,
Theodore Roosevelt Island,2009,141559,141527,I,Island,Island,
Theodore Roosevelt Island,2010,116035,141527,I,Island,Island,
Theodore Roosevelt Island,2011,137690,141527,I,Island,Island,
Theodore Roosevelt Island,2012,149754,141527,I,Island,Island,
Theodore Roosevelt Island,2013,162599,141527,I,Island,Island,
Theodore Roosevelt NP,2009,586928,591946,NP,National Park,National Park,
Theodore Roosevelt NP,2010,623748,591946,NP,National Park,National Park,
Theodore Roosevelt NP,2011,563407,591946,NP,National Park,National Park,
Theodore Roosevelt NP,2012,640555,591946,NP,National Park,National Park,
Theodore Roosevelt NP,2013,545090,591946,NP,National Park,National Park,
Thomas Edison NHP,2009,27061,48917,NHP,National Historic Park,National Historic Park,
Thomas Edison NHP,2010,63009,48917,NHP,National Historic Park,National Historic Park,
Thomas Edison NHP,2011,55284,48917,NHP,National Historic Park,National Historic Park,
Thomas Edison NHP,2012,52554,48917,NHP,National Historic Park,National Historic Park,
Thomas Edison NHP,2013,46677,48917,NHP,National Historic Park,National Historic Park,
Thomas Jefferson MEM,2009,2337868,2362403,MEM,Memorial,Memorial,
Thomas Jefferson MEM,2010,2305856,2362403,MEM,Memorial,Memorial,
Thomas Jefferson MEM,2011,1945696,2362403,MEM,Memorial,Memorial,
Thomas Jefferson MEM,2012,2613131,2362403,MEM,Memorial,Memorial,
Thomas Jefferson MEM,2013,2609463,2362403,MEM,Memorial,Memorial,
Thomas Stone NHS,2009,6268,6212,NHS,National Historic Site,National Historic Site,
Thomas Stone NHS,2010,6004,6212,NHS,National Historic Site,National Historic Site,
Thomas Stone NHS,2011,6351,6212,NHS,National Historic Site,National Historic Site,
Thomas Stone NHS,2012,6426,6212,NHS,National Historic Site,National Historic Site,
Thomas Stone NHS,2013,6013,6212,NHS,National Historic Site,National Historic Site,
Timpanogos Cave NM,2009,138571,113162,NM,National Monument,National Monument,
Timpanogos Cave NM,2010,120241,113162,NM,National Monument,National Monument,
Timpanogos Cave NM,2011,96965,113162,NM,National Monument,National Monument,
Timpanogos Cave NM,2012,118764,113162,NM,National Monument,National Monument,
Timpanogos Cave NM,2013,91269,113162,NM,National Monument,National Monument,
Timucuan EHP,2009,1195171,1065204,EHP,Ecological and Historic Preserve,Ecological and Historic Preserve,
Timucuan EHP,2010,993948,1065204,EHP,Ecological and Historic Preserve,Ecological and Historic Preserve,
Timucuan EHP,2011,1028922,1065204,EHP,Ecological and Historic Preserve,Ecological and Historic Preserve,
Timucuan EHP,2012,1076310,1065204,EHP,Ecological and Historic Preserve,Ecological and Historic Preserve,
Timucuan EHP,2013,1031667,1065204,EHP,Ecological and Historic Preserve,Ecological and Historic Preserve,
Tonto NM,2009,60534,53194,NM,National Monument,National Monument,
Tonto NM,2010,60497,53194,NM,National Monument,National Monument,
Tonto NM,2011,53426,53194,NM,National Monument,National Monument,
Tonto NM,2012,51881,53194,NM,National Monument,National Monument,
Tonto NM,2013,39632,53194,NM,National Monument,National Monument,
Tumacacori NHP,2009,40637,36167,NHP,National Historic Park,National Historic Park,
Tumacacori NHP,2010,39866,36167,NHP,National Historic Park,National Historic Park,
Tumacacori NHP,2011,33740,36167,NHP,National Historic Park,National Historic Park,
Tumacacori NHP,2012,35158,36167,NHP,National Historic Park,National Historic Park,
Tumacacori NHP,2013,31433,36167,NHP,National Historic Park,National Historic Park,
Tuskegee Airmen NHS,2009,58417,35701,NHS,National Historic Site,National Historic Site,
Tuskegee Airmen NHS,2010,60827,35701,NHS,National Historic Site,National Historic Site,
Tuskegee Airmen NHS,2011,16244,35701,NHS,National Historic Site,National Historic Site,
Tuskegee Airmen NHS,2012,23716,35701,NHS,National Historic Site,National Historic Site,
Tuskegee Airmen NHS,2013,19301,35701,NHS,National Historic Site,National Historic Site,
Tuskegee Institute NHS,2009,31360,29935,NHS,National Historic Site,National Historic Site,
