Park Name,Year,Amount,Average,Type,FullCategory,Type1,Type2
Abraham Lincoln Birthplace NHP,2009,221111,179049,NHP,National Historic Park,National Historic Park,
Abraham Lincoln Birthplace NHP,2010,177122,179049,NHP,National Historic Park,National Historic Park,
Abraham Lincoln Birthplace NHP,2011,163568,179049,NHP,National Historic Park,National Historic Park,
Abraham Lincoln Birthplace NHP,2012,169515,179049,NHP,National Historic Park,National Historic Park,
Abraham Lincoln Birthplace NHP,2013,163928,179049,NHP,National Historic Park,National Historic Park,
Acadia NP,2009,2227698,2358505,NP,National Park,National Park,
Acadia NP,2010,2504208,2358505,NP,National Park,National Park,
Acadia NP,2011,2374645,2358505,NP,National Park,National Park,
Acadia NP,2012,2431052,2358505,NP,National Park,National Park,
Acadia NP,2013,2254922,2358505,NP,National Park,National Park,
Adams NHP,2009,253656,233700,NHP,National Historic Park,National Historic Park,
Adams NHP,2010,73339,233700,NHP,National Historic Park,National Historic Park,
Adams NHP,2011,219975,233700,NHP,National Historic Park,National Historic Park,
Adams NHP,2012,336031,233700,NHP,National Historic Park,National Historic Park,
Adams NHP,2013,285501,233700,NHP,National Historic Park,National Historic Park,
African Burial Ground NM,2009,,99139,NM,National Monument,National Monument,
African Burial Ground NM,2010,117113,99139,NM,National Monument,National Monument,
African Burial Ground NM,2011,108585,99139,NM,National Monument,National Monument,
African Burial Ground NM,2012,77624,99139,NM,National Monument,National Monument,
African Burial Ground NM,2013,93234,99139,NM,National Monument,National Monument,
Agate Fossil Beds NM,2009,12694,11830,NM,National Monument,National Monument,
Agate Fossil Beds NM,2010,12509,11830,NM,National Monument,National Monument,
Agate Fossil Beds NM,2011,11617,11830,NM,National Monument,National Monument,
Agate Fossil Beds NM,2012,11824,11830,NM,National Monument,National Monument,
Agate Fossil Beds NM,2013,10504,11830,NM,National Monument,National Monument,
Alibates Flint Quarries NM,2009,2918,3084,NM,National Monument,National Monument,
Alibates Flint Quarries NM,2010,4350,3084,NM,National Monument,National Monument,
Alibates Flint Quarries NM,2011,3214,3084,NM,National Monument,National Monument,
Alibates Flint Quarries NM,2012,3383,3084,NM,National Monument,National Monument,
Alibates Flint Quarries NM,2013,1555,3084,NM,National Monument,National Monument,
Allegheny Portage Railroad NHS,2009,118931,118309,NHS,National Historic Site,National Historic Site,
Allegheny Portage Railroad NHS,2010,107363,118309,NHS,National Historic Site,National Historic Site,
Allegheny Portage Railroad NHS,2011,118410,118309,NHS,National Historic Site,National Historic Site,
Allegheny Portage Railroad NHS,2012,138864,118309,NHS,National Historic Site,National Historic Site,
Allegheny Portage Railroad NHS,2013,107977,118309,NHS,National Historic Site,National Historic Site,
Amistad NRA,2009,2573966,1595540,NRA,National Recreation Area,National Recreation Area,
Amistad NRA,2010,1574322,1595540,NRA,National Recreation Area,National Recreation Area,
Amistad NRA,2011,1436759,1595540,NRA,National Recreation Area,National Recreation Area,
Amistad NRA,2012,1367502,1595540,NRA,National Recreation Area,National Recreation Area,
Amistad NRA,2013,1025151,1595540,NRA,National Recreation Area,National Recreation Area,
Andersonville NHS,2009,136267,117654,NHS,National Historic Site,National Historic Site,
Andersonville NHS,2010,121535,117654,NHS,National Historic Site,National Historic Site,
Andersonville NHS,2011,108812,117654,NHS,National Historic Site,National Historic Site,
Andersonville NHS,2012,122883,117654,NHS,National Historic Site,National Historic Site,
Andersonville NHS,2013,98771,117654,NHS,National Historic Site,National Historic Site,
Andrew Johnson NHS,2009,63296,54026,NHS,National Historic Site,National Historic Site,
Andrew Johnson NHS,2010,60323,54026,NHS,National Historic Site,National Historic Site,
Andrew Johnson NHS,2011,52322,54026,NHS,National Historic Site,National Historic Site,
Andrew Johnson NHS,2012,51261,54026,NHS,National Historic Site,National Historic Site,
Andrew Johnson NHS,2013,42929,54026,NHS,National Historic Site,National Historic Site,
Aniakchak NM & PRES,2009,14,57,NM & PRES,National Monument and Preserve,National Monument,National Preserve
Aniakchak NM & PRES,2010,62,57,NM & PRES,National Monument and Preserve,National Monument,National Preserve
Aniakchak NM & PRES,2011,57,57,NM & PRES,National Monument and Preserve,National Monument,National Preserve
Aniakchak NM & PRES,2012,19,57,NM & PRES,National Monument and Preserve,National Monument,National Preserve
Aniakchak NM & PRES,2013,134,57,NM & PRES,National Monument and Preserve,National Monument,National Preserve
Antietam NB,2009,378966,407933,NB,National Battlefield,National Battlefield,
Antietam NB,2010,393957,407933,NB,National Battlefield,National Battlefield,
Antietam NB,2011,384987,407933,NB,National Battlefield,National Battlefield,
Antietam NB,2012,510921,407933,NB,National Battlefield,National Battlefield,
Antietam NB,2013,370832,407933,NB,National Battlefield,National Battlefield,
Apostle Islands NL,2009,170202,163032,NL,National Lakeshore,National Lakeshore,
Apostle Islands NL,2010,156945,163032,NL,National Lakeshore,National Lakeshore,
Apostle Islands NL,2011,176040,163032,NL,National Lakeshore,National Lakeshore,
Apostle Islands NL,2012,163419,163032,NL,National Lakeshore,National Lakeshore,
Apostle Islands NL,2013,148556,163032,NL,National Lakeshore,National Lakeshore,
Appomattox Court House NHP,2009,185443,259782,NHP,National Historic Park,National Historic Park,
Appomattox Court House NHP,2010,216220,259782,NHP,National Historic Park,National Historic Park,
Appomattox Court House NHP,2011,258917,259782,NHP,National Historic Park,National Historic Park,
Appomattox Court House NHP,2012,320668,259782,NHP,National Historic Park,National Historic Park,
Appomattox Court House NHP,2013,317660,259782,NHP,National Historic Park,National Historic Park,
Arches NP,2009,996312,1040984,NP,National Park,National Park,
Arches NP,2010,1014405,1040984,NP,National Park,National Park,
Arches NP,2011,1040758,1040984,NP,National Park,National Park,
Arches NP,2012,1070577,1040984,NP,National Park,National Park,
Arches NP,2013,1082866,1040984,NP,National Park,National Park,
Arkansas Post NMEM,2009,32160,36024,NMEM,National Memorial,National Memorial,
Arkansas Post NMEM,2010,34712,36024,NMEM,National Memorial,National Memorial,
Arkansas Post NMEM,2011,37127,36024,NMEM,National Memorial,National Memorial,
Arkansas Post NMEM,2012,39703,36024,NMEM,National Memorial,National Memorial,
Arkansas Post NMEM,2013,36420,36024,NMEM,National Memorial,National Memorial,
Arlington House The R.E. Lee MEM,2009,603773,591494,MEM,Memorial,Memorial,
Arlington House The R.E. Lee MEM,2010,627576,591494,MEM,Memorial,Memorial,
Arlington House The R.E. Lee MEM,2011,576816,591494,MEM,Memorial,Memorial,
Arlington House The R.E. Lee MEM,2012,562772,591494,MEM,Memorial,Memorial,
Arlington House The R.E. Lee MEM,2013,586531,591494,MEM,Memorial,Memorial,
Assateague Island NS,2009,2129658,2110571,NS,National Seashore,National Seashore,
Assateague Island NS,2010,2106090,2110571,NS,National Seashore,National Seashore,
Assateague Island NS,2011,2105419,2110571,NS,National Seashore,National Seashore,
Assateague Island NS,2012,2154859,2110571,NS,National Seashore,National Seashore,
Assateague Island NS,2013,2056828,2110571,NS,National Seashore,National Seashore,
Aztec Ruins NM,2009,38234,40567,NM,National Monument,National Monument,
Aztec Ruins NM,2010,37437,40567,NM,National Monument,National Monument,
Aztec Ruins NM,2011,41106,40567,NM,National Monument,National Monument,
Aztec Ruins NM,2012,44744,40567,NM,National Monument,National Monument,
Aztec Ruins NM,2013,41312,40567,NM,National Monument,National Monument,
Badlands NP,2009,933918,911643,NP,National Park,National Park,
Badlands NP,2010,977778,911643,NP,National Park,National Park,
Badlands NP,2011,870741,911643,NP,National Park,National Park,
Badlands NP,2012,883406,911643,NP,National Park,National Park,
Badlands NP,2013,892372,911643,NP,National Park,National Park,
Bandelier NM,2009,212544,183665,NM,National Monument,National Monument,
Bandelier NM,2010,234896,183665,NM,National Monument,National Monument,
Bandelier NM,2011,193914,183665,NM,National Monument,National Monument,
Bandelier NM,2012,150289,183665,NM,National Monument,National Monument,
Bandelier NM,2013,126682,183665,NM,National Monument,National Monument,
Bent's Old Fort NHS,2009,28131,26646,NHS,National Historic Site,National Historic Site,
Bent's Old Fort NHS,2010,29120,26646,NHS,National Historic Site,National Historic Site,
Bent's Old Fort NHS,2011,26842,26646,NHS,National Historic Site,National Historic Site,
Bent's Old Fort NHS,2012,25815,26646,NHS,National Historic Site,National Historic Site,
Bent's Old Fort NHS,2013,23324,26646,NHS,National Historic Site,National Historic Site,
Bering Land Bridge NPRES,2009,1054,2174,NPRES,National Preserve,National Preserve,
Bering Land Bridge NPRES,2010,2642,2174,NPRES,National Preserve,National Preserve,
Bering Land Bridge NPRES,2011,1890,2174,NPRES,National Preserve,National Preserve,
Bering Land Bridge NPRES,2012,2642,2174,NPRES,National Preserve,National Preserve,
Bering Land Bridge NPRES,2013,2642,2174,NPRES,National Preserve,National Preserve,
Big Bend NP,2009,363905,341421,NP,National Park,National Park,
Big Bend NP,2010,372330,341421,NP,National Park,National Park,
Big Bend NP,2011,361862,341421,NP,National Park,National Park,
Big Bend NP,2012,292055,341421,NP,National Park,National Park,
Big Bend NP,2013,316953,341421,NP,National Park,National Park,
Big Cypress NPRES,2009,812207,861896,NPRES,National Preserve,National Preserve,
Big Cypress NPRES,2010,665523,861896,NPRES,National Preserve,National Preserve,
Big Cypress NPRES,2011,941393,861896,NPRES,National Preserve,National Preserve,
Big Cypress NPRES,2012,882570,861896,NPRES,National Preserve,National Preserve,
Big Cypress NPRES,2013,1007788,861896,NPRES,National Preserve,National Preserve,
Big Hole NB,2009,49822,40836,NB,National Battlefield,National Battlefield,
Big Hole NB,2010,44771,40836,NB,National Battlefield,National Battlefield,
Big Hole NB,2011,36290,40836,NB,National Battlefield,National Battlefield,
Big Hole NB,2012,35207,40836,NB,National Battlefield,National Battlefield,
Big Hole NB,2013,38092,40836,NB,National Battlefield,National Battlefield,
Big South Fork NRRA,2009,686747,622985,NRRA,National River and Recreation Area,National River,National Recreation Area
Big South Fork NRRA,2010,656374,622985,NRRA,National River and Recreation Area,National River,National Recreation Area
Big South Fork NRRA,2011,606579,622985,NRRA,National River and Recreation Area,National River,National Recreation Area
Big South Fork NRRA,2012,600161,622985,NRRA,National River and Recreation Area,National River,National Recreation Area
Big South Fork NRRA,2013,565063,622985,NRRA,National River and Recreation Area,National River,National Recreation Area
Big Thicket NPRES,2009,100509,126818,NPRES,National Preserve,National Preserve,
Big Thicket NPRES,2010,140489,126818,NPRES,National Preserve,National Preserve,
Big Thicket NPRES,2011,137722,126818,NPRES,National Preserve,National Preserve,
Big Thicket NPRES,2012,135262,126818,NPRES,National Preserve,National Preserve,
Big Thicket NPRES,2013,120108,126818,NPRES,National Preserve,National Preserve,
Bighorn Canyon NRA,2009,205293,230460,NRA,National Recreation Area,National Recreation Area,
Bighorn Canyon NRA,2010,258637,230460,NRA,National Recreation Area,National Recreation Area,
Bighorn Canyon NRA,2011,201010,230460,NRA,National Recreation Area,National Recreation Area,
Bighorn Canyon NRA,2012,245831,230460,NRA,National Recreation Area,National Recreation Area,
Bighorn Canyon NRA,2013,241527,230460,NRA,National Recreation Area,National Recreation Area,
Biscayne NP,2009,437745,472779,NP,National Park,National Park,
Biscayne NP,2010,467612,472779,NP,National Park,National Park,
Biscayne NP,2011,476077,472779,NP,National Park,National Park,
Biscayne NP,2012,495613,472779,NP,National Park,National Park,
Biscayne NP,2013,486848,472779,NP,National Park,National Park,
Black Canyon of the Gunnison NP,2009,171451,176911,NP,National Park,National Park,
Black Canyon of the Gunnison NP,2010,176344,176911,NP,National Park,National Park,
Black Canyon of the Gunnison NP,2011,168336,176911,NP,National Park,National Park,
Black Canyon of the Gunnison NP,2012,192570,176911,NP,National Park,National Park,
Black Canyon of the Gunnison NP,2013,175852,176911,NP,National Park,National Park,
Blue Ridge PKWY,2009,15936316,14783662,PKWY,Parkway,Parkway,
Blue Ridge PKWY,2010,14517118,14783662,PKWY,Parkway,Parkway,
Blue Ridge PKWY,2011,15382447,14783662,PKWY,Parkway,Parkway,
Blue Ridge PKWY,2012,15205059,14783662,PKWY,Parkway,Parkway,
Blue Ridge PKWY,2013,12877368,14783662,PKWY,Parkway,Parkway,
Bluestone NSR,2009,45904,39694,NSR,National Scenic Riverway,National Scenic Riverway,
Bluestone NSR,2010,37790,39694,NSR,National Scenic Riverway,National Scenic Riverway,
Bluestone NSR,2011,41670,39694,NSR,National Scenic Riverway,National Scenic Riverway,
Bluestone NSR,2012,36842,39694,NSR,National Scenic Riverway,National Scenic Riverway,
Bluestone NSR,2013,36266,39694,NSR,National Scenic Riverway,National Scenic Riverway,
Booker T. Washington NM,2009,21216,22675,NM,National Monument,National Monument,
Booker T. Washington NM,2010,21665,22675,NM,National Monument,National Monument,
Booker T. Washington NM,2011,24030,22675,NM,National Monument,National Monument,
Booker T. Washington NM,2012,24361,22675,NM,National Monument,National Monument,
Booker T. Washington NM,2013,22103,22675,NM,National Monument,National Monument,
Boston African American NHS,2009,298519,360444,NHS,National Historic Site,National Historic Site,
Boston African American NHS,2010,333463,360444,NHS,National Historic Site,National Historic Site,
Boston African American NHS,2011,379906,360444,NHS,National Historic Site,National Historic Site,
Boston African American NHS,2012,404248,360444,NHS,National Historic Site,National Historic Site,
Boston African American NHS,2013,386084,360444,NHS,National Historic Site,National Historic Site,
Boston NHP,2009,2155026,2327324,NHP,National Historic Park,National Historic Park,
Boston NHP,2010,2060497,2327324,NHP,National Historic Park,National Historic Park,
Boston NHP,2011,2546156,2327324,NHP,National Historic Park,National Historic Park,
Boston NHP,2012,2629064,2327324,NHP,National Historic Park,National Historic Park,
Boston NHP,2013,2245875,2327324,NHP,National Historic Park,National Historic Park,
Brown v. Board of Education NHS,2009,19228,18876,NHS,National Historic Site,National Historic Site,
Brown v. Board of Education NHS,2010,17808,18876,NHS,National Historic Site,National Historic Site,
Brown v. Board of Education NHS,2011,16886,18876,NHS,National Historic Site,National Historic Site,
Brown v. Board of Education NHS,2012,21101,18876,NHS,National Historic Site,National Historic Site,
Brown v. Board of Education NHS,2013,19356,18876,NHS,National Historic Site,National Historic Site,
Bryce Canyon NP,2009,1216377,1299019,NP,National Park,National Park,
Bryce Canyon NP,2010,1285492,1299019,NP,National Park,National Park,
Bryce Canyon NP,2011,1296000,1299019,NP,National Park,National Park,
Bryce Canyon NP,2012,1385352,1299019,NP,National Park,National Park,
Bryce Canyon NP,2013,1311875,1299019,NP,National Park,National Park,
Buck Island Reef NM,2009,47341,32475,NM,National Monument,National Monument,
Buck Island Reef NM,2010,27403,32475,NM,National Monument,National Monument,
Buck Island Reef NM,2011,28223,32475,NM,National Monument,National Monument,
Buck Island Reef NM,2012,30436,32475,NM,National Monument,National Monument,
Buck Island Reef NM,2013,28972,32475,NM,National Monument,National Monument,
Buffalo NR,2009,1522586,1291259,NR,National River,National River,
Buffalo NR,2010,1545599,1291259,NR,National River,National River,
Buffalo NR,2011,1169802,1291259,NR,National River,National River,
Buffalo NR,2012,1093083,1291259,NR,National River,National River,
Buffalo NR,2013,1125227,1291259,NR,National River,National River,
Cabrillo NM,2009,767687,815651,NM,National Monument,National Monument,
Cabrillo NM,2010,763140,815651,NM,National Monument,National Monument,
Cabrillo NM,2011,813351,815651,NM,National Monument,National Monument,
Cabrillo NM,2012,877951,815651,NM,National Monument,National Monument,
Cabrillo NM,2013,856128,815651,NM,National Monument,National Monument,
Canaveral NS,2009,1001665,1020177,NS,National Seashore,National Seashore,
Canaveral NS,2010,966099,1020177,NS,National Seashore,National Seashore,
Canaveral NS,2011,1005001,1020177,NS,National Seashore,National Seashore,
Canaveral NS,2012,994430,1020177,NS,National Seashore,National Seashore,
Canaveral NS,2013,1133688,1020177,NS,National Seashore,National Seashore,
Cane River Creole NHP,2009,27411,26678,NHP,National Historic Park,National Historic Park,
Cane River Creole NHP,2010,25115,26678,NHP,National Historic Park,National Historic Park,
Cane River Creole NHP,2011,26996,26678,NHP,National Historic Park,National Historic Park,
Cane River Creole NHP,2012,28310,26678,NHP,National Historic Park,National Historic Park,
Cane River Creole NHP,2013,25556,26678,NHP,National Historic Park,National Historic Park,
Canyon de Chelly NM,2009,826425,827764,NM,National Monument,National Monument,
Canyon de Chelly NM,2010,827247,827764,NM,National Monument,National Monument,
Canyon de Chelly NM,2011,828145,827764,NM,National Monument,National Monument,
Canyon de Chelly NM,2012,828523,827764,NM,National Monument,National Monument,
Canyon de Chelly NM,2013,828478,827764,NM,National Monument,National Monument,
Canyonlands NP,2009,436241,452223,NP,National Park,National Park,
Canyonlands NP,2010,435908,452223,NP,National Park,National Park,
Canyonlands NP,2011,473773,452223,NP,National Park,National Park,
Canyonlands NP,2012,452952,452223,NP,National Park,National Park,
Canyonlands NP,2013,462242,452223,NP,National Park,National Park,
Cape Cod NS,2009,4311949,4472723,NS,National Seashore,National Seashore,
Cape Cod NS,2010,4653706,4472723,NS,National Seashore,National Seashore,
Cape Cod NS,2011,4454771,4472723,NS,National Seashore,National Seashore,
Cape Cod NS,2012,4441290,4472723,NS,National Seashore,National Seashore,
Cape Cod NS,2013,4501898,4472723,NS,National Seashore,National Seashore,
Cape Hatteras NS,2009,2282543,2190630,NS,National Seashore,National Seashore,
Cape Hatteras NS,2010,2193292,2190630,NS,National Seashore,National Seashore,
Cape Hatteras NS,2011,1960711,2190630,NS,National Seashore,National Seashore,
Cape Hatteras NS,2012,2302040,2190630,NS,National Seashore,National Seashore,
Cape Hatteras NS,2013,2214565,2190630,NS,National Seashore,National Seashore,
Cape Krusenstern NM,2009,1810,11235,NM,National Monument,National Monument,
Cape Krusenstern NM,2010,2521,11235,NM,National Monument,National Monument,
Cape Krusenstern NM,2011,8668,11235,NM,National Monument,National Monument,
Cape Krusenstern NM,2012,24950,11235,NM,National Monument,National Monument,
Cape Krusenstern NM,2013,18225,11235,NM,National Monument,National Monument,
Cape Lookout NS,2009,601954,507423,NS,National Seashore,National Seashore,
Cape Lookout NS,2010,530181,507423,NS,National Seashore,National Seashore,
Cape Lookout NS,2011,508116,507423,NS,National Seashore,National Seashore,
Cape Lookout NS,2012,480294,507423,NS,National Seashore,National Seashore,
Cape Lookout NS,2013,416568,507423,NS,National Seashore,National Seashore,
Capitol Reef NP,2009,617208,657144,NP,National Park,National Park,
Capitol Reef NP,2010,662661,657144,NP,National Park,National Park,
Capitol Reef NP,2011,668834,657144,NP,National Park,National Park,
Capitol Reef NP,2012,673345,657144,NP,National Park,National Park,
Capitol Reef NP,2013,663670,657144,NP,National Park,National Park,
Capulin Volcano NM,2009,50935,48610,NM,National Monument,National Monument,
Capulin Volcano NM,2010,48580,48610,NM,National Monument,National Monument,
Capulin Volcano NM,2011,46358,48610,NM,National Monument,National Monument,
Capulin Volcano NM,2012,48710,48610,NM,National Monument,National Monument,
Capulin Volcano NM,2013,48466,48610,NM,National Monument,National Monument,
Carl Sandburg Home NHS,2009,83550,87030,NHS,National Historic Site,National Historic Site,
Carl Sandburg Home NHS,2010,86740,87030,NHS,National Historic Site,National Historic Site,
Carl Sandburg Home NHS,2011,89721,87030,NHS,National Historic Site,National Historic Site,
Carl Sandburg Home NHS,2012,93429,87030,NHS,National Historic Site,National Historic Site,
Carl Sandburg Home NHS,2013,81710,87030,NHS,National Historic Site,National Historic Site,
Carlsbad Caverns NP,2009,432639,399157,NP,National Park,National Park,
Carlsbad Caverns NP,2010,428524,399157,NP,National Park,National Park,
Carlsbad Caverns NP,2011,365000,399157,NP,National Park,National Park,
Carlsbad Caverns NP,2012,381058,399157,NP,National Park,National Park,
Carlsbad Caverns NP,2013,388566,399157,NP,National Park,National Park,
Casa Grande Ruins NM,2009,76350,71948,NM,National Monument,National Monument,
Casa Grande Ruins NM,2010,77347,71948,NM,National Monument,National Monument,
Casa Grande Ruins NM,2011,72308,71948,NM,National Monument,National Monument,
Casa Grande Ruins NM,2012,68631,71948,NM,National Monument,National Monument,
Casa Grande Ruins NM,2013,65106,71948,NM,National Monument,National Monument,
Castillo de San Marcos NM,2009,667783,724549,NM,National Monument,National Monument,
Castillo de San Marcos NM,2010,708549,724549,NM,National Monument,National Monument,
Castillo de San Marcos NM,2011,741042,724549,NM,National Monument,National Monument,
Castillo de San Marcos NM,2012,727243,724549,NM,National Monument,National Monument,
Castillo de San Marcos NM,2013,778128,724549,NM,National Monument,National Monument,
Castle Clinton NM,2009,4080152,3527406,NM,National Monument,National Monument,
Castle Clinton NM,2010,4126378,3527406,NM,National Monument,National Monument,
Castle Clinton NM,2011,3985366,3527406,NM,National Monument,National Monument,
Castle Clinton NM,2012,3264439,3527406,NM,National Monument,National Monument,
Castle Clinton NM,2013,2180694,3527406,NM,National Monument,National Monument,
Catoctin Mountain Park,2009,440294,305902,MP,Mountain Park,Mountain Park,
Catoctin Mountain Park,2010,385745,305902,MP,Mountain Park,Mountain Park,
Catoctin Mountain Park,2011,264460,305902,MP,Mountain Park,Mountain Park,
Catoctin Mountain Park,2012,263797,305902,MP,Mountain Park,Mountain Park,
Catoctin Mountain Park,2013,175213,305902,MP,Mountain Park,Mountain Park,
Cedar Breaks NM,2009,492353,521918,NM,National Monument,National Monument,
Cedar Breaks NM,2010,525831,521918,NM,National Monument,National Monument,
Cedar Breaks NM,2011,493147,521918,NM,National Monument,National Monument,
Cedar Breaks NM,2012,631809,521918,NM,National Monument,National Monument,
Cedar Breaks NM,2013,466450,521918,NM,National Monument,National Monument,
Cesar E. Chavez NM,2009,,8157,NM,National Monument,National Monument,
Cesar E. Chavez NM,2010,,8157,NM,National Monument,National Monument,
Cesar E. Chavez NM,2011,,8157,NM,National Monument,National Monument,
Cesar E. Chavez NM,2012,,8157,NM,National Monument,National Monument,
Cesar E. Chavez NM,2013,8157,8157,NM,National Monument,National Monument,
Chaco Culture NHP,2009,37376,35948,NHP,National Historic Park,National Historic Park,
Chaco Culture NHP,2010,34226,35948,NHP,National Historic Park,National Historic Park,
Chaco Culture NHP,2011,39175,35948,NHP,National Historic Park,National Historic Park,
Chaco Culture NHP,2012,39044,35948,NHP,National Historic Park,National Historic Park,
Chaco Culture NHP,2013,29917,35948,NHP,National Historic Park,National Historic Park,
Chamizal NMEM,2009,215852,156458,NMEM,National Memorial,National Memorial,
Chamizal NMEM,2010,226535,156458,NMEM,National Memorial,National Memorial,
Chamizal NMEM,2011,113817,156458,NMEM,National Memorial,National Memorial,
Chamizal NMEM,2012,104148,156458,NMEM,National Memorial,National Memorial,
Chamizal NMEM,2013,121937,156458,NMEM,National Memorial,National Memorial,
Channel Islands NP,2009,348745,266128,NP,National Park,National Park,
Channel Islands NP,2010,277515,266128,NP,National Park,National Park,
Channel Islands NP,2011,242756,266128,NP,National Park,National Park,
Channel Islands NP,2012,249594,266128,NP,National Park,National Park,
Channel Islands NP,2013,212029,266128,NP,National Park,National Park,
Charles Pinckney NHS,2009,43447,44881,NHS,National Historic Site,National Historic Site,
Charles Pinckney NHS,2010,44081,44881,NHS,National Historic Site,National Historic Site,
Charles Pinckney NHS,2011,45254,44881,NHS,National Historic Site,National Historic Site,
Charles Pinckney NHS,2012,44314,44881,NHS,National Historic Site,National Historic Site,
Charles Pinckney NHS,2013,47309,44881,NHS,National Historic Site,National Historic Site,
Chattahoochee River NRA,2009,2830655,3042275,NRA,National Recreation Area,National Recreation Area,
Chattahoochee River NRA,2010,3011393,3042275,NRA,National Recreation Area,National Recreation Area,
Chattahoochee River NRA,2011,3161297,3042275,NRA,National Recreation Area,National Recreation Area,
Chattahoochee River NRA,2012,3168137,3042275,NRA,National Recreation Area,National Recreation Area,
Chattahoochee River NRA,2013,3039892,3042275,NRA,National Recreation Area,National Recreation Area,
Chesapeake & Ohio Canal NHP,2009,3751681,4290833,NHP,National Historic Park,National Historic Park,
Chesapeake & Ohio Canal NHP,2010,4111238,4290833,NHP,National Historic Park,National Historic Park,
Chesapeake & Ohio Canal NHP,2011,3937504,4290833,NHP,National Historic Park,National Historic Park,
Chesapeake & Ohio Canal NHP,2012,4712377,4290833,NHP,National Historic Park,National Historic Park,
Chesapeake & Ohio Canal NHP,2013,4941367,4290833,NHP,National Historic Park,National Historic Park,
Chickamauga & Chattanooga NMP,2009,992448,991975,NMP,National Military Park,National Military Park,
Chickamauga & Chattanooga NMP,2010,991901,991975,NMP,National Military Park,National Military Park,
Chickamauga & Chattanooga NMP,2011,1036699,991975,NMP,National Military Park,National Military Park,
Chickamauga & Chattanooga NMP,2012,1032844,991975,NMP,National Military Park,National Military Park,
Chickamauga & Chattanooga NMP,2013,905984,991975,NMP,National Military Park,National Military Park,
Chickasaw NRA,2009,1238484,1258194,NRA,National Recreation Area,National Recreation Area,
Chickasaw NRA,2010,1253637,1258194,NRA,National Recreation Area,National Recreation Area,
Chickasaw NRA,2011,1212139,1258194,NRA,National Recreation Area,National Recreation Area,
Chickasaw NRA,2012,1487039,1258194,NRA,National Recreation Area,National Recreation Area,
Chickasaw NRA,2013,1099669,1258194,NRA,National Recreation Area,National Recreation Area,
Chiricahua NM,2009,60851,47026,NM,National Monument,National Monument,
Chiricahua NM,2010,55436,47026,NM,National Monument,National Monument,
Chiricahua NM,2011,37037,47026,NM,National Monument,National Monument,
Chiricahua NM,2012,41159,47026,NM,National Monument,National Monument,
Chiricahua NM,2013,40646,47026,NM,National Monument,National Monument,
Christiansted NHS,2009,114743,119378,NHS,National Historic Site,National Historic Site,
Christiansted NHS,2010,117214,119378,NHS,National Historic Site,National Historic Site,
Christiansted NHS,2011,119335,119378,NHS,National Historic Site,National Historic Site,
Christiansted NHS,2012,126962,119378,NHS,National Historic Site,National Historic Site,
Christiansted NHS,2013,118638,119378,NHS,National Historic Site,National Historic Site,
City of Rocks NRES,2009,96649,95760,NRES,National Reserve,National Reserve,
City of Rocks NRES,2010,92484,95760,NRES,National Reserve,National Reserve,
City of Rocks NRES,2011,95764,95760,NRES,National Reserve,National Reserve,
City of Rocks NRES,2012,98996,95760,NRES,National Reserve,National Reserve,
City of Rocks NRES,2013,94906,95760,NRES,National Reserve,National Reserve,
Clara Barton NHS,2009,10986,19686,NHS,National Historic Site,National Historic Site,
Clara Barton NHS,2010,23741,19686,NHS,National Historic Site,National Historic Site,
Clara Barton NHS,2011,15620,19686,NHS,National Historic Site,National Historic Site,
Clara Barton NHS,2012,25347,19686,NHS,National Historic Site,National Historic Site,
Clara Barton NHS,2013,22737,19686,NHS,National Historic Site,National Historic Site,
Colonial NHP,2009,3324751,3328442,NHP,National Historic Park,National Historic Park,
Colonial NHP,2010,3459965,3328442,NHP,National Historic Park,National Historic Park,
Colonial NHP,2011,3414577,3328442,NHP,National Historic Park,National Historic Park,
Colonial NHP,2012,3274187,3328442,NHP,National Historic Park,National Historic Park,
Colonial NHP,2013,3168731,3328442,NHP,National Historic Park,National Historic Park,
Colorado NM,2009,400266,426630,NM,National Monument,National Monument,
Colorado NM,2010,433561,426630,NM,National Monument,National Monument,
Colorado NM,2011,435460,426630,NM,National Monument,National Monument,
Colorado NM,2012,454510,426630,NM,National Monument,National Monument,
Colorado NM,2013,409351,426630,NM,National Monument,National Monument,
Congaree NP,2009,122970,118874,NP,National Park,National Park,
Congaree NP,2010,121208,118874,NP,National Park,National Park,
Congaree NP,2011,120166,118874,NP,National Park,National Park,
Congaree NP,2012,109685,118874,NP,National Park,National Park,
Congaree NP,2013,120340,118874,NP,National Park,National Park,
Coronado NMEM,2009,106409,117250,NMEM,National Memorial,National Memorial,
Coronado NMEM,2010,136284,117250,NMEM,National Memorial,National Memorial,
Coronado NMEM,2011,153042,117250,NMEM,National Memorial,National Memorial,
Coronado NMEM,2012,97579,117250,NMEM,National Memorial,National Memorial,
Coronado NMEM,2013,92936,117250,NMEM,National Memorial,National Memorial,
Cowpens NB,2009,224394,224679,NB,National Battlefield,National Battlefield,
Cowpens NB,2010,226868,224679,NB,National Battlefield,National Battlefield,
Cowpens NB,2011,223923,224679,NB,National Battlefield,National Battlefield,
Cowpens NB,2012,231973,224679,NB,National Battlefield,National Battlefield,
Cowpens NB,2013,216239,224679,NB,National Battlefield,National Battlefield,
Crater Lake NP,2009,446516,457733,NP,National Park,National Park,
